timestamp,epic,bid,ask,price,volume,timeframe
2026-03-11T00:16:39.466Z,CS.D.EURUSD.MINI.IP,1.089958659876953,1.0899986598769529,1.089978659876953,778,tick
2026-03-11T00:16:39.981Z,CS.D.EURUSD.MINI.IP,1.0899232361541658,1.0899632361541656,1.0899432361541657,508,tick
2026-03-11T00:16:40.432Z,CS.D.EURUSD.MINI.IP,1.08996601197088,1.0900060119708799,1.08998601197088,970,tick
2026-03-11T00:16:40.487Z,CS.D.EURUSD.MINI.IP,1.0898936907363008,1.0899336907363006,1.0899136907363007,527,tick
2026-03-11T00:16:40.944Z,CS.D.EURUSD.MINI.IP,1.0899690999071698,1.0900090999071697,1.0899890999071697,117,tick
2026-03-11T00:16:40.994Z,CS.D.EURUSD.MINI.IP,1.0898642700709824,1.0899042700709822,1.0898842700709823,176,tick
2026-03-11T00:16:41.450Z,CS.D.EURUSD.MINI.IP,1.089988548111089,1.0900285481110887,1.0900085481110888,1047,tick
2026-03-11T00:16:41.499Z,CS.D.EURUSD.MINI.IP,1.0898529105955057,1.0898929105955055,1.0898729105955056,506,tick
2026-03-11T00:16:41.955Z,CS.D.EURUSD.MINI.IP,1.0899621840732487,1.0900021840732486,1.0899821840732486,403,tick
2026-03-11T00:16:42.002Z,CS.D.EURUSD.MINI.IP,1.0898626260800424,1.0899026260800422,1.0898826260800423,1061,tick
2026-03-11T00:16:42.469Z,CS.D.EURUSD.MINI.IP,1.0899649669892422,1.090004966989242,1.089984966989242,330,tick
2026-03-11T00:16:42.502Z,CS.D.EURUSD.MINI.IP,1.0898879319649881,1.089927931964988,1.089907931964988,128,tick
2026-03-11T00:16:42.978Z,CS.D.EURUSD.MINI.IP,1.0899484057739672,1.089988405773967,1.0899684057739671,288,tick
2026-03-11T00:16:43.003Z,CS.D.EURUSD.MINI.IP,1.0898847822179891,1.089924782217989,1.089904782217989,736,tick
2026-03-11T00:16:43.477Z,CS.D.EURUSD.MINI.IP,1.0899946365447677,1.0900346365447675,1.0900146365447676,918,tick
2026-03-11T00:16:43.509Z,CS.D.EURUSD.MINI.IP,1.0898687986416689,1.0899087986416687,1.0898887986416688,840,tick
2026-03-11T00:16:43.981Z,CS.D.EURUSD.MINI.IP,1.0899577790446155,1.0899977790446154,1.0899777790446155,823,tick
2026-03-11T00:16:44.037Z,CS.D.EURUSD.MINI.IP,1.0899100803709172,1.089950080370917,1.089930080370917,668,tick
2026-03-11T00:16:44.494Z,CS.D.EURUSD.MINI.IP,1.0899288953288038,1.0899688953288036,1.0899488953288037,373,tick
2026-03-11T00:16:44.545Z,CS.D.EURUSD.MINI.IP,1.0899476822658192,1.089987682265819,1.089967682265819,840,tick
2026-03-11T00:16:44.994Z,CS.D.EURUSD.MINI.IP,1.089958638780518,1.0899986387805178,1.089978638780518,907,tick
2026-03-11T00:16:45.064Z,CS.D.EURUSD.MINI.IP,1.089940972313745,1.0899809723137448,1.089960972313745,653,tick
2026-03-11T00:16:45.496Z,CS.D.EURUSD.MINI.IP,1.0900032478511503,1.0900432478511501,1.0900232478511502,975,tick
2026-03-11T00:16:45.571Z,CS.D.EURUSD.MINI.IP,1.0899268965968751,1.089966896596875,1.089946896596875,740,tick
2026-03-11T00:16:46.008Z,CS.D.EURUSD.MINI.IP,1.090040021105417,1.090080021105417,1.090060021105417,600,tick
2026-03-11T00:16:46.076Z,CS.D.EURUSD.MINI.IP,1.0898967652023184,1.0899367652023182,1.0899167652023183,284,tick
2026-03-11T00:16:46.511Z,CS.D.EURUSD.MINI.IP,1.090019169878851,1.0900591698788509,1.090039169878851,1020,tick
2026-03-11T00:16:46.580Z,CS.D.EURUSD.MINI.IP,1.0898901387609061,1.089930138760906,1.089910138760906,339,tick
2026-03-11T00:16:47.024Z,CS.D.EURUSD.MINI.IP,1.0900453437633282,1.090085343763328,1.090065343763328,431,tick
2026-03-11T00:16:47.092Z,CS.D.EURUSD.MINI.IP,1.0898573930268591,1.089897393026859,1.089877393026859,749,tick
2026-03-11T00:16:47.528Z,CS.D.EURUSD.MINI.IP,1.0900425814569688,1.0900825814569686,1.0900625814569687,235,tick
2026-03-11T00:16:47.591Z,CS.D.EURUSD.MINI.IP,1.0898702222826615,1.0899102222826613,1.0898902222826614,232,tick
2026-03-11T00:16:48.030Z,CS.D.EURUSD.MINI.IP,1.0900174842824573,1.090057484282457,1.0900374842824572,878,tick
2026-03-11T00:16:48.107Z,CS.D.EURUSD.MINI.IP,1.0898640184468649,1.0899040184468647,1.0898840184468648,879,tick
